Longitude,Latitude,Address,City,Category,ClassificationOfCategories,Area
77.188555,28.569222,"AIIMS, AIIMS Campus, Ansari Nagar East, New Delhi, Delhi 110016, India",South West Delhi,Catcalls/Whistles,Verbal Abuse,AIIMS
77.188595,28.569222,"AIIMS, AIIMS Campus, Ansari Nagar East, New Delhi, Delhi 110016, India",South West Delhi,Commenting,Verbal Abuse,AIIMS
77.188616,28.569222,"AIIMS, AIIMS Campus, Ansari Nagar East, New Delhi, Delhi 110016, India",South West Delhi,Touching /Groping,Physical Abuse,AIIMS
77.188736,28.569229,*,South Delhi,Commenting,Verbal Abuse,Lajpat Nagar
77.1887698,28.569229,Central Market Lajpat Nagar II Lajpat Nagar New Delhi Delhi 110024 India,South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Lajpat Nagar
77.188775,28.569229,"Central Market, Lajpat Nagar II, Lajpat Nagar, New Delhi, Delhi 110024, India",South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Lajpat Nagar
77.1888201,28.569367,"South-ex Pedestrian Underpass, Block G, South Extension I, New Delhi, Delhi 110049",South Delhi,Commenting,Verbal Abuse,South Extension
77.188987,28.569367,"South-ex Pedestrian Underpass, Block G, South Extension I, New Delhi, Delhi 110049",South Delhi,Taking pictures without permission,Non-Verbal Abuse,South Extension
77.189493,28.569367,"South-ex Pedestrian Underpass, Block G, South Extension I, New Delhi, Delhi 110049",South Delhi,Touching /Groping,Physical Abuse,South Extension
77.189688,28.569509,"Basant Gaon, Shiv Nagar, New Delhi, Delhi, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
77.189721,28.570076,*,South West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Dwarka
77.189966,28.570076,*,South West Delhi,Taking pictures without permission,Non-Verbal Abuse,Dwarka
77.1901597,28.570411,"Lajpat Nagar, Lala Lajpat Rai Road, Block A, Lajpat Nagar II, Lajpat Nagar, New Delhi, Delhi 110024, India",South Delhi,Commenting,Verbal Abuse,Lajpat Nagar
77.19040234,28.570561,"R K Puram Sector 7, Sector 7 R K Puram, RamaKrishna Puram, New Delhi, Delhi 110022",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
77.1904041,28.570654,Block E Lajpat Nagar II Lajpat Nagar New Delhi Delhi 110024 India,South Delhi,Commenting,Verbal Abuse,Lajpat Nagar
77.190446,28.570671,*,South West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Dwarka
77.190902,28.57079,"Lajpat Nagar, Lala Lajpat Rai Road, Block A, Lajpat Nagar II, Lajpat Nagar, New Delhi, Delhi 110024, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Lajpat Nagar
77.1910488,28.5708254,"Block E, Lajpat Nagar II, Lajpat Nagar, New Delhi, Delhi 110024, India",South Delhi,Commenting,Verbal Abuse,Lajpat Nagar
77.191155,28.571085,"Basant Gaon, Shiv Nagar, New Delhi, Delhi 110057, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
77.191309,28.571553,Som Vihar RK Puram New Delhi Delhi 110022 India,Central Delhi,Stalking,Verbal Abuse,Karol Bagh
77.19165,28.571553,"Som Vihar, RK Puram, New Delhi, Delhi 110022, India",South West Delhi,Stalking,Verbal Abuse,Rk Puram
77.192144,28.571737,"Block BD, Sarojini Nagar, New Delhi, Delhi 110029, India",South West Delhi,Catcalls/Whistles,Verbal Abuse,Sarojini Nagar
77.1921954,28.571737,"Block BD, Sarojini Nagar, New Delhi, Delhi 110029, India",South West Delhi,Commenting,Verbal Abuse,Sarojini Nagar
77.192363,28.571737,"Block BD, Sarojini Nagar, New Delhi, Delhi 110029, India",South West Delhi,Sexual Invites,Verbal Abuse,Sarojini Nagar
77.1927279,28.571737,"Block BD, Sarojini Nagar, New Delhi, Delhi 110029, India",South West Delhi,Taking pictures without permission,Non-Verbal Abuse,Sarojini Nagar
77.1929063,28.572038,*,South West Delhi,Catcalls/Whistles,Verbal Abuse,Dwarka
77.193087,28.572038,*,South West Delhi,Commenting,Verbal Abuse,Dwarka
77.193476,28.572038,*,South West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Dwarka
77.19348,28.572038,*,South West Delhi,Touching /Groping,Physical Abuse,Dwarka
77.193579,28.572083,*,South West Delhi,Rape / Sexual Assault,Physical Abuse,RK Puram
77.193806,28.572083,*,South West Delhi,Taking pictures without permission,Non-Verbal Abuse,RK Puram
77.193851,28.572633,Block C Defence Colony New Delhi Delhi India,South Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Defence Colony
77.1939857,28.572697,*,South West Delhi,Commenting,Verbal Abuse,Dwarka
77.194151,28.57271,"Sarojini Nagar, New Delhi, Delhi, India",South West Delhi,Catcalls/Whistles,Verbal Abuse,Sarojini Nagar
77.194165,28.57271,"Sarojini Nagar, New Delhi, Delhi, India",South West Delhi,Commenting,Verbal Abuse,Sarojini Nagar
77.1941654,28.57271,"Sarojini Nagar, New Delhi, Delhi, India",South West Delhi,Chain Snatching,Physical Abuse,Sarojini Nagar
77.194167,28.57271,"Sarojini Nagar, New Delhi, Delhi, India",South West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Sarojini Nagar
77.1943483,28.57271,"Sarojini Nagar, New Delhi, Delhi, India",South West Delhi,Others,Others,Sarojini Nagar
77.194512,28.57271,"Sarojini Nagar, New Delhi, Delhi, India",South West Delhi,Taking pictures without permission,Non-Verbal Abuse,Sarojini Nagar
77.195064,28.5730396,"A.k. roy marg, sarojini nagar- 23",South West Delhi,Taking pictures without permission,Non-Verbal Abuse,Sarojini Nagar
77.195423,28.573183,*,South West Delhi,Commenting,Verbal Abuse,Netaji Nagar
77.1954259,28.573291,"South Extension , New Delhi, Delhi, India",South Delhi,Taking pictures without permission,Non-Verbal Abuse,South Extension
77.195962,28.573493,"RK Puram Road, Block A, West End, New Delhi, Delhi 110021, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
77.196111,28.573606,"South Extension I, New Delhi, Delhi, India",South Delhi,Touching /Groping,Physical Abuse,South Extension
77.196322,28.57402,"DESU, Sector 9 R K Puram, Sector 9, RamaKrishna Puram, New Delhi, Delhi 110022, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
77.196605,28.5740324,"Sarojini Nagar, New Delhi, Delhi 110023, India",South West Delhi,Touching /Groping,Physical Abuse,Sarojini Nagar
77.19688,28.5740324,"Sarojini Nagar, New Delhi, Delhi, India",South West Delhi,Commenting,Verbal Abuse,Sarojini Nagar
77.1970135,28.574253,*,South West Delhi,Sexual Invites,Verbal Abuse,RK Puram
77.197298,28.574253,Atma Ram Dairy Complex Sector 13 R K Puram Sector 13 R.K. Puram New Delhi Delhi 110023 India,South West Delhi,Indecent Exposure/Masturbation in public,Non-Verbal Abuse,RK Puram
77.1974,28.574253,"Atma Ram Dairy Complex, Sector 13 R K Puram, Sector 13, R.K. Puram, New Delhi, Delhi 110023, India",South West Delhi,Indecent exposure,Non-Verbal Abuse,RK Puram
77.197402,28.57428,"Dwarka Sector 9, Dwarka, New Delhi, Delhi 110075, India",South West Delhi,Commenting,Verbal Abuse,Dwarka
77.197759,28.57428,"Dwarka Sector 9, Dwarka, New Delhi, Delhi 110075, India",South West Delhi,Sexual Invites,Verbal Abuse,Dwarka
77.197779,28.5743875,"453 MPT Sarogini Nagar Opposite SN Bus Depot, Road, Africa Ave, P&T Quarters, Sarojini Nagar, New Delhi, Delhi 110023, India",South West Delhi,Online Harassment,Verbal Abuse,Sarojini Nagar
77.197883,28.574448,*,South West Delhi,Catcalls/Whistles,Verbal Abuse,Dwarka
77.19800077,28.574448,*,South West Delhi,Commenting,Verbal Abuse,Dwarka
77.198134,28.574448,*,South West Delhi,Sexual Invites,Verbal Abuse,Dwarka
77.198274,28.574448,*,South West Delhi,Poor / No Street Lighting,Others,Dwarka
77.198429,28.574448,*,South West Delhi,Rape / Sexual Assault,Physical Abuse,Dwarka
77.198478,28.574448,*,South West Delhi,Taking pictures without permission,Non-Verbal Abuse,Dwarka
77.1986574,28.574448,*,South West Delhi,Touching /Groping,Physical Abuse,Dwarka
77.198669,28.574448,Dwarka Sector 9 Dwarka Sector 9 Dwarka New Delhi Delhi 110075 India,South West Delhi,Indecent Exposure/Masturbation in public,Non-Verbal Abuse,Dwarka
77.198716,28.574448,Dwarka Sector 9 Dwarka Sector 9 Dwarka New Delhi Delhi 110075 India,South West Delhi,Petty Robbery,Physical Abuse,Dwarka
77.198837,28.574448,"Dwarka Sector 9, Dwarka Sector 9, Dwarka, New Delhi, Delhi 110075, India",South West Delhi,Chain Snatching,Physical Abuse,Dwarka
77.19886,28.574448,"Dwarka Sector 9, Dwarka Sector 9, Dwarka, New Delhi, Delhi 110075, India",South West Delhi,Indecent exposure,Non-Verbal Abuse,Dwarka
77.198897,28.574486,*,South West Delhi,Catcalls/Whistles,Verbal Abuse,Dwarka
77.198986,28.574528,"Kotla Mubarakpur, South Extension I, New Delhi, Delhi, India",South Delhi,Catcalls/Whistles,Verbal Abuse,South Extension
77.199007,28.574786,"Gurdwara Road, Arjun Nagar, Kotla Mubarakpur, South Extension I, New Delhi, Delhi 110003, India",South Delhi,Touching /Groping,Physical Abuse,South Extension
77.1990669,28.5749057,*,South Delhi,Catcalls/Whistles,Verbal Abuse,New Friends Colony
77.199413,28.5749057,"Maharani Bagh, Mahatma Gandhi Road, Maharani Bagh, New Friends Colony, New Delhi, Delhi 110065, India",South Delhi,Commenting,Verbal Abuse,New Friends Colony
77.199486,28.575051,"Maharani Bagh Ashram, Mahatma Gandhi Rd, Block A, Maharani Bagh, New Friends Colony, New Delhi, Delhi 110065, India",South Delhi,Catcalls/Whistles,Verbal Abuse,New Friends Colony
77.1995316,28.575231,"INA Metro Station, Sri Aurobindo Marg, INA Colony, New Delhi, Delhi 110023, India",South West Delhi,Commenting,Verbal Abuse,INA Colony
77.199594,28.575248,"Sri Aurobindo Marg, INA Colony, New Delhi, Delhi 110003, India",South West Delhi,Touching /Groping,Physical Abuse,INA Colony
77.200133,28.575256,"INA Metro Station, Sri Aurobindo Marg, INA Colony, New Delhi, Delhi 110023, India",South West Delhi,Commenting,Verbal Abuse,INA Colony
77.200137,28.57549,*,South West Delhi,Catcalls/Whistles,Verbal Abuse,Dwarka
77.2004746,28.575549,*,South West Delhi,Commenting,Verbal Abuse,Dwarka
77.200475,28.57556,*,South West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Dwarka
77.20048,28.575647,"Goyla vihar, Lajpat Nagar I, Lajpat Nagar, New Delhi, Delhi 110024, India",South Delhi,Commenting,Verbal Abuse,Lajpat Nagar
77.2005212,28.575714,*,South West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Sarojini Nagar
77.200565,28.5757582,Kalindi Colony New Friends Colony New Delhi Delhi 110065 India,South Delhi,Taking pictures without permission,Non-Verbal Abuse,Kalindi Colony
77.200993,28.5757582,"Kalindi Colony, New Friends Colony, New Delhi, Delhi 110065, India",South Delhi,Taking pictures without permission,Non-Verbal Abuse,New Friends Colony
77.2009932,28.575927,*,South West Delhi,Commenting,Verbal Abuse,Dwarka
77.201004,28.576257,*,South West Delhi,Touching /Groping,Physical Abuse,Dwarka
77.2011068,28.5765122,"Netaji Nagar Market, Netaji Nagar, New Delhi, Delhi 110023, India",South West Delhi,Petty Robbery,Physical Abuse,Netaji Nagar
77.2011729,28.57678,Bapu Dham Bus Stop,South West Delhi,Commenting,Verbal Abuse,Chanakyapuri
77.201328,28.57678,RKPURAM,South West Delhi,Commenting,Verbal Abuse,RK Puram
77.201381,28.57678,Sadar Bazaar Gurgaon,North Delhi,Catcalls/Whistles,Verbal Abuse,Sadar Bazaar
77.20151,28.576944,"Sarojini Nagar, New Delhi, Delhi, India",South West Delhi,Catcalls/Whistles,Verbal Abuse,Sarojini Nagar
77.201512,28.576944,"Sarojini Nagar, New Delhi, Delhi, India",South West Delhi,Commenting,Verbal Abuse,Sarojini Nagar
77.2017119,28.576944,"Sarojini Nagar, New Delhi, Delhi, India",South West Delhi,Touching /Groping,Physical Abuse,Sarojini Nagar
77.201712,28.577127,"Block B, Sarojini Nagar, New Delhi, Delhi 110029, India",South West Delhi,Commenting,Verbal Abuse,Sarojini Nagar
77.2017616,28.577267,*,South West Delhi,Catcalls/Whistles,Verbal Abuse,Sarojini Nagar
77.2018916,28.577267,*,South West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Sarojini Nagar
77.202012,28.577267,"Sarojini Nagar Market, Sarojini Nagar, New Delhi, Delhi 110023, India",South West Delhi,Touching /Groping,Physical Abuse,Sarojini Nagar
77.202109,28.577267,"Sarojini Nagar Market, Sarojini Nagar, New Delhi, Delhi 110029, India",South West Delhi,Commenting,Verbal Abuse,Sarojini Nagar
77.2023286,28.577632,*,South West Delhi,Touching /Groping,Physical Abuse,Dwarka
77.202431,28.577721,Dwarka Sector 9 Dwarka New Delhi Delhi India,South West Delhi,Petty Robbery,Physical Abuse,Dwarka
77.202501,28.577721,"Dwarka Sector 9, Dwarka, New Delhi, Delhi, India",South West Delhi,Chain Snatching,Physical Abuse,Dwarka
77.2026299,28.57808,"Dwarka Road, New Delhi, Delhi, India",South West Delhi,Commenting,Verbal Abuse,Dwarka
77.202755,28.578487,*,South West Delhi,Others,Others,Dwarka
77.202815,28.578498,*,South West Delhi,Commenting,Verbal Abuse,Dwarka
77.202837,28.578789,*,South West Delhi,Catcalls/Whistles,Verbal Abuse,Dwarka
77.203522,28.578789,*,South West Delhi,Commenting,Verbal Abuse,Dwarka
77.20355898,28.578789,"Dwarka Sector 9, Dwarka, New Delhi, Delhi, India",South West Delhi,Others,Others,Dwarka
77.203611,28.578789,"Dwarka Sector 9, Dwarka, New Delhi, Delhi, India",South West Delhi,Touching /Groping,Physical Abuse,Dwarka
77.203643,28.5788,NHAI Building Sector 10 Dwarka Dwarka New Delhi Delhi 110075,South West Delhi,Commenting,Verbal Abuse,Dwarka
77.203765,28.578889,Pocket C Sidhartha Nagar New Delhi Delhi 110014 India,North East Delhi,Petty Robbery,Physical Abuse,Sidhartha Nagar
77.203784,28.579099,*,South West Delhi,Commenting,Verbal Abuse,Dwarka
77.203868,28.579202,*,South West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Dwarka
77.204218,28.579391,"INA Market, Laxmi Bai Nagar, New Delhi, Delhi 110023",South West Delhi,Catcalls/Whistles,Verbal Abuse,Laxmi Bai Nagar
77.2042274,28.579391,"INA Market, Laxmi Bai Nagar, New Delhi, Delhi 110029",South West Delhi,Commenting,Verbal Abuse,Laxmi Bai Nagar
77.204355,28.579566,"Sarojini Nagar Market, Brigadier Hoshiyar Singh Marg, Block H, Sarojini Nagar, New Delhi, Delhi 110023, India",South West Delhi,Commenting,Verbal Abuse,Sarojini Nagar
77.2045867,28.579673,"NHAI Building, Sector 10 Dwarka, Dwarka, New Delhi, Delhi 110075",South West Delhi,Commenting,Verbal Abuse,Dwarka
77.204587,28.5804035,"Pocket C, Sidhartha Nagar, New Delhi, Delhi 110014, India",North East Delhi,Chain Snatching,Physical Abuse,Sidhartha Nagar
77.2046472,28.580973,*,South West Delhi,Catcalls/Whistles,Verbal Abuse,Dwarka
77.2047205,28.581021,"Sector 10,Metro Station, Dwarka, Delhi, India",South West Delhi,Chain Snatching,Physical Abuse,Dwarka
77.204753,28.5810636,"Block G, Police Colony, BK Dutt Colony, New Delhi, Delhi 110003, India",South East Delhi,Others,Others,BK Dutt Colony
77.204828,28.581085,Block G Police Colony BK Dutt Colony New Delhi Delhi 110003 India,South East Delhi,Others,Others,BK Dutt Colony
77.204946,28.581433,"Moti Bagh, New Delhi, Delhi, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
77.204962,28.581433,"Moti Bagh, New Delhi, Delhi, India",Central Delhi,Chain Snatching,Physical Abuse,Karol Bagh
77.205068,28.581433,"Moti Bagh, New Delhi, Delhi, India",Central Delhi,Poor / No Street Lighting,Others,Karol Bagh
77.205074,28.581433,"Moti Bagh, New Delhi, Delhi, India",Central Delhi,Touching /Groping,Physical Abuse,Karol Bagh
77.205103,28.581762,"South Moti Bagh, Mahatma Gandhi Road, Block A, Moti Bagh South, New Delhi, Delhi 110021, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
77.20523033,28.581804,"Jangpura, New Delhi, Delhi, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Jangpura
77.205305,28.582103,Bhogal Jangpura New Delhi Delhi India,South Delhi,Commenting,Verbal Abuse,Jangpura
77.205485,28.5822,*,South West Delhi,Taking pictures without permission,Non-Verbal Abuse,Moti Bagh
77.205487,28.5822999,"Dwarka, New Delhi, Delhi, India",South West Delhi,Sexual Invites,Verbal Abuse,Dwarka
77.205654,28.58237,"Safdarjung, New Moti Bagh, New Delhi, Delhi 110021, India",South West Delhi,Commenting,Verbal Abuse,Moti Bagh
77.2056647,28.58237,"Safdarjung, New Moti Bagh, New Delhi, Delhi 110021, India",South West Delhi,Touching /Groping,Physical Abuse,Moti Bagh
77.205714,28.582633,"Khanna Market, New Delhi, Delhi 110003, India",South East Delhi,Catcalls/Whistles,Verbal Abuse,Khan Market
77.205755,28.5828456,"Jawaharlal Nehru Stadium, Pragati Vihar, New Delhi, Delhi 110003, India",South Delhi,Sexual Invites,Verbal Abuse,Pragati Vihar
77.205809,28.5828456,JLN Satdium,Central Delhi,Chain Snatching,Physical Abuse,Connaught Place
77.2058429,28.582963,"Bhogal, Mathura Road, Block C, Jangpura B, Jangpura, New Delhi, Delhi 110014, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Jangpura
77.20590994,28.582964,*,Central Delhi,Commenting,Verbal Abuse,Karol Bagh
77.205933,28.582964,South Campus South Moti Bagh New Delhi Delhi 110021 India,Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Karol Bagh
77.206047,28.582964,"South Campus, South Moti Bagh, New Delhi, Delhi 110021, India",South West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,South Campus
77.206099,28.5829644,*,South West Delhi,Commenting,Verbal Abuse,Moti Bagh
77.2062755,28.582984,"Block I, Moti Bagh South, New Delhi, Delhi 110021, India",Central Delhi,Touching /Groping,Physical Abuse,Karol Bagh
77.206344,28.583004,"13-B, Mathura Road, Jangpura B, Jangpura, New Delhi, Delhi 110014, India",South Delhi,Commenting,Verbal Abuse,Jangpura
77.206383,28.583052,"110077, India",South West Delhi,Commenting,Verbal Abuse,Dwarka
77.2063834,28.583103,"Government High School, C Block, Chanakyapuri, New Delhi, Delhi (state) 110021, India",Central Delhi,Touching /Groping,Physical Abuse,Karol Bagh
77.206385,28.583123,*,South West Delhi,Commenting,Verbal Abuse,Dwarka
77.206465,28.583287,"Jangpura Metro Station, Shri Kuldeep Singh Gujral Marg, Jawaharlal Nehru Stadium, Pragati Vihar, New Delhi, Delhi 110014, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Pragati Vihar
77.2064957,28.583305,"Jawaharlal Nehru Stadium, Pragati Vihar, New Delhi, Delhi, India",South Delhi,Commenting,Verbal Abuse,Pragati Vihar
77.206578,28.5834189,Moti bagh,South West Delhi,Sexual Invites,Verbal Abuse,Moti Bagh
77.206584,28.583689,"Sector 10 Dwarka, Dwarka, New Delhi, Delhi, India",South West Delhi,Sexual Invites,Verbal Abuse,Dwarka
77.206615,28.583689,"Sector 10 Dwarka, Dwarka, New Delhi, Delhi, India",South West Delhi,Others,Others,Dwarka
77.206634,28.583737,"Barapulllah Elevated Road, Jawaharlal Nehru Stadium, Pragati Vihar, New Delhi, Delhi 110003, India",South Delhi,Catcalls/Whistles,Verbal Abuse,Pragati Vihar
77.206636,28.583737,"Jangpura, Jawaharlal Nehru Stadium, Pragati Vihar, New Delhi, Delhi 110014, India",South Delhi,Commenting,Verbal Abuse,Pragati Vihar
77.206672,28.583881,"Market Road, Block F, Moti Bagh, New Delhi, Delhi 110021, India",Central Delhi,Others,Others,Karol Bagh
77.206701,28.583991,"Arjun Path Bus stand, New Delhi, Delhi 110057, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
77.2067427,28.583991,"Subroto Park, New Delhi, Delhi, India",Central Delhi,Touching /Groping,Physical Abuse,Karol Bagh
77.206743,28.584023,"Bhogal, Jangpura, New Delhi, Delhi, India",South Delhi,Commenting,Verbal Abuse,Jangpura
77.206745,28.584252,delhi university delhi,Central Delhi,Others,Others,Karol Bagh
77.206754,28.584252,"South Campus, Moti Bagh South, New Delhi, Delhi, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
